	BMDM_veh_rep1	BMDM_veh_rep2	BMDM_DMHCA_rep1	BMDM_DMHCA_rep2	BMDM_DMHCA_rep3	BMDM_GW_rep1	BMDM_GW_rep2	BMDM_GW_rep3
Csnk1d	62.248	67.623	38.074	25.787	139.204	76.896	87.348	41.729
Slc26a7	0	0	0	0	0	0	0	0
Sf3b1	81.533	71.589	64.774	51.192	61.949	52.561	29.533	80.641
Cav3	0	0	0	0	0	0	0	0
Myo1e	98.534	91.733	121.728	118.815	0	86.125	65.788	91.237
Mmp19	16.329	17.387	27.329	30.01	0	19.097	0	0
Adi1	42.461	43.528	114.827	31.699	0	34.216	0	122.633
4930407I10Rik	0.038	0.149	0	0	0	0	0	0
Lin7a	0.013	0	0	0	0	0	0	0
Gm11961	0	0	0	0	0	0	0	0
Cnp	40.931	40.99	81.11	64.959	0	43.93	0	79.58
Anapc7	24.039	25.136	0	27.614	0	22.081	0	0
Plcb1	0.013	0.063	0	0	0	0	0	0
Hrh3	0	0	0	1.442	0	0	0	0
Dgke	4.718	4.892	0	0	0	0	0	0
Fam149a	0.456	0.624	0	0	0	2.377	0	0
Ccdc153	0	0	0	0	0	0	0	0
Nars	106.345	106.084	64.037	81.902	0	54.758	183.785	7.412
Olfr1143	0	0	0	0	0	0	0	0
Sult6b1	1.713	2.037	0	0	0	0	0	0
Nrbf2	9.556	8.577	0	0	0	7.097	0	0
Mrpl55	14.234	13.097	0	22.186	0	19.386	0	0
1700064J06Rik	0	0	0	0	0	0	0	0
Lif	0.044	0.055	0	0	0	0	0	0
Gfod2	1.665	1.715	0	0	0	0	0	0
Lpcat1	28.035	30.514	126.924	33.274	0	49.528	0	110.337
Apex1	33.468	37.18	0	0	0	0	173.833	82.47
Chmp2b	87.855	72.022	179.302	66.081	232.855	44.943	1.715	10.652
Gm4861	0	0	0	0	0	0	0	0
E2f7	3.616	4.654	0	0	0	6.054	0	0
Il20	0	0	0	0	0	0	0	0
Reg3d	0	0	0	0	0	0	0	0
Epo	0	0	0	0	0	0	0	0
Smarcd3	1.145	1.072	0	0	0	7.01	0	0
Map2k3os	2.321	2.957	0	0	0	0	0	0
Dnajb11	73.452	76.216	200.434	50.273	0	66.278	162.29	29.357
Olfr222	0	0	0	0	0	0	0	0
Cish	0.325	0.378	0	0	0	0	0	0
Krt23	0	0.048	0	0	0	0	0	0
Acaa2	32.648	35.686	0	25.397	0	26.517	0	294.751
Usp17ld	0	0	0	0	0	0	0	0
H2-DMb2	0.914	0.942	0	0	0	0	0	0
Ntm	0	0	0	0	0	0	0	0
Gabra1	0	0	0	0.929	0	0	0	0
Sept14	0	0	0	0	0	0	0	0
Exoc3l	0.445	0.382	0	0	0	0	0	0
Zmiz2	70.382	65.704	27.006	84.821	20.588	98.44	104.311	9.669
Psmg1	8.167	11.197	0	0	0	7.4	0	0
Spaca9	1.876	2.485	0	0	0	0	0	0
C6	0	0	0	0	0	0	0	0
Phf2	21.071	22.573	28.283	22.735	0	12.178	45.557	0
S1pr2	81.155	89.417	25.308	102.844	47.249	122.839	37.963	6.935
Muc4	0	0	0	0	0	0	0	0
Plekhb2	102.668	106.634	193.612	42.281	115.468	142.777	89.215	2.947
Oas1e	0	0	0	0	0	0	0	0
1700042G15Rik	0	0	0	0	0	0	0	0
1700016A09Rik	1.494	2.111	0	0	0	0	0	0
Ate1	24.647	23.402	0.308	9.608	0	31.675	0	61.948
Cfap52	0	0	0	0	0	0	0	0
Pigw	2.347	2.826	0	0	0	0	0	3.646
Pih1d1	34.718	43.641	231.759	114.902	224.355	36.982	0	0
Iqgap3	15.005	20.125	0	8.046	22.584	15.45	0	0
4930518J21Rik	0	0	0	0	0	0	0	0
Usp36	7.964	8.515	0	9.471	0	11.773	0	1.745
D630010B17Rik	0	0	0	0	0	0	0	0
Gm20939	2.454	1.58	0	0	2.228	2.279	0	0
Trim13	8.462	6.719	0	0	0	10.061	0	0
Vmn1r71	0	0	0	0	0	0	0	0
1700003C15Rik	0	0	0	0	0	0	0	0
Frmd5	0	0	0	0	0	0	0	0
0610010K14Rik	14.39	20.717	0	62.41	201.698	48.923	0	0
Gm36742	0	0	0	0	0	0	0	0
Ttc9	0.037	0.023	0	0	0	0	0	0
Cfap77	0.096	0	0	0	0	0	0	0
Gm11569	0	0	0	0	0	0	0	0
Pdc	0.072	0	0	0	0	0	0	0
D17H6S53E	17.325	18.068	79.404	28.507	0	22.842	38.475	0
Myom3	0.016	0	0	0	0	0	0	0
4930523O13Rik	0	0	0	0	0	0	0	0
Olfr884	0	0	0	0	0	0	0	0
Oprk1	0	0	0	0	0	0	0	0
Zc2hc1b	0	0	0	0	0	0	0	0
Tma7	40.75	37.137	0	41.922	0	19.525	497.41	0
Zfp219	17.409	20.282	0	33.522	3.776	14.826	0	0
Olfr1089	0	0	0	0	0	0	0	0
Zfp784	4.673	3.612	0	28.228	0	19.587	0	0
Sh2d7	0.016	0.053	0	0	0	0	0	0
Igfbp7	1.108	1.948	0	0	0	3.73	0	0
Ppp1r12c	61.872	68.162	182.097	79.847	24.322	64.896	0	0
Clec4e	51.644	28.815	0	32.357	138.848	23.339	0	69.867
Nrbp1	54.149	53.105	258.907	101.948	60.731	70.798	0	44.565
Nr0b1	0	0	0	0	0	0	0	0
Gm13290	0	0	0	0	0	0	0	0
Esrrg	0	0	0	0	0	0	0	0
Gm4498	0	0	0	0	0	0	0	0
Olfr1031	0	0	0	7.491	0	0	0	0
Zfp963	4.011	3.29	0	0	0	12.241	0	0
Rhebl1	3.439	4.207	0	0	0	4.29	0	0
Gje1	0	0	0	0	0	0	0	0
Clcf1	0.048	0.039	0	0	0	0	0	0
Ino80dos	5.548	6.53	0	0	0	4.153	0	0
Sntn	0	0	0	0	0	0	0	0
Vstm4	0	0	0	0	0	0	0	0
Mfsd2b	0.3	0.212	0	0	0	4.605	0	0
Mat2a	79.114	71.716	43.145	73.74	174.364	52.635	126.985	0
Ppan	8.264	8.316	12.259	0	0	14.962	0	0
Rad21l	0	0	0	0	0	0	0	0
Snapc2	17.742	18.129	0	52.66	0	28.945	0	0
Gm17757	0.174	0.084	0	0	0	0	0	0
Ubac1	8.657	8.405	0	18.137	0	8.426	0	0
Tas2r104	0	0	0	0	0	0	0	0
Snapin	57.949	55.315	0	99.916	370.87	54.915	1.643	193.908
Olfr1425	0	0	0	0	0	0	0	0
Gm13807	0.276	0.37	0	0	0	0	0	0
Speer6-ps1	0	0	0	0	0	0	0	0
Pgls	58.945	73.534	45.058	138.455	338.724	68.318	0	134.434
Gm5409	0	0	0	0	0	0	0	0
1700047E10Rik	0	0	0	0	0	0	0	0
Apoo	0.187	0.524	0	0	0	0	0	0
Arhgef38	0	0	0	0	0	0	0	0
Lhfpl3	0.03	0	0	0	0	0	0	0
Dennd4b	28.653	30.133	0	55.398	0	67.072	13.978	1.809
Zfp46	10.56	11.119	0	35.882	15.525	5.641	0	0
Mrgprx1	0	0	0	0	0	0	0	0
1600014C10Rik	13.436	14.874	0	17.017	0	10.446	0	0
Armc3	0.347	0.398	0	0	0	5.875	0	0
Zfp11	1.991	1.782	0	0	0	0.851	0	0
Tcaf3	0	0	0	0	0	0	0	0
Flicr	0.271	0.212	0	0	0	0	0	0
Fzr1	34.687	40.097	53.196	65.01	0	74.02	0	148.069
Ggh	92.526	78.141	152.363	0	269.339	50.137	0	185.294
1700049E17Rik2	0	0	0	0	0	0	0	0
Aoc2	1.073	0.914	0	0	0	0	0	0
Fbxo45	11.757	10.273	0	30.86	0	8.899	0	0
Olfr446	0	0	0	0	0	0	0	0
Gm16793	2.502	2.87	0	0	0	2.702	0	0
Vars2	5.955	5.727	0	17.635	0	8.414	0	0
Pga5	0	0	0	0	0	0	0	0
Serp1	237.105	211.51	165.741	134.523	76.988	176.231	168.234	139.577
Xpc	11.091	11.872	3.214	5.228	0	8.016	0	0
Vmn2r108	0	0	0	0	0	0	0	0
Defb13	0	0	0	0	0	0	0	0
Zfp184	0.165	0.068	0	0	0	0	0	0
Txnip	329.247	332.667	446.809	384.949	256.06	338.294	391.769	325.114
Gm16573	17.641	13.097	0	0	0	9.842	0	0
Atp2b2	0	0	0	0	0	0	0	0
Slc35e1	28.633	29.725	62.244	21.261	84.339	34.977	66.162	80.515
Dscaml1	0	0	0	0.276	0	0	0	0
4930487D11Rik	0	0	0	0	0	0	0	0
Dus4l	1.467	1.23	0	0	0	0	0	0
Zbbx	0	0	0	0	0	0	0	0
Rs1	0.015	0.013	0	0	0	0	0	0
F10	2.007	2.201	0	5.636	0	0	0	0
Wnt16	0	0	0	0	0	0	0	0
Zfp595	3.5	3.036	0	5.811	0	0	0	0
Olfr635	0	0	0	0	0	0	0	0
Zfp345	0	0	0	0	0	0	0	0
Map6	0.247	0.407	43.662	0	0	0	0	0
Gtf2h1	38.297	33.091	139.163	49.333	85.109	29.773	150.422	0
Tigd4	0	0	0	0	0	0	0	0
2700070H01Rik	0	0	0	0	0	0	0	0
Btbd35f14	0	0	0	0	0	0	0	0
Vmn2r115	0	0	0	0	0	0	0	0
Pop1	3.331	4.711	0	0	0	0.051	0	0
Metap2	29.652	28.357	67.122	28.105	16.686	33.499	11.356	0
Vmac	7.155	8.991	0	0	0	5.371	0	0
Psme2	43.178	41.899	72.265	8.55	0	12.619	0	77.178
Eml2	16.35	18.456	0	2.474	0	26.234	0	0
Cyp2c65	0	0	0	0	0	0	0	0
Gfra4	0.431	0.431	0	0	0	0	0	0
Pbrm1	27.836	25.533	17.425	4.442	34.237	19.591	0	68.739
Dnajc6	0	0.092	0	0	0	0	0	0
Adgrg1	1.722	2.01	0	16.017	0	0	0	0
1700123L14Rik	0	0	0	0	0	0	0	0
Olfr322	0	0	0	0	0	0	0	0
Zfp942	6.7	4.961	0	0	0	1.631	0	0
H2-DMa	21.301	23.204	70.012	0	0	22.626	0	4.747
Spon2	0	0	0	0	0	0	0	0
Gm6416	0	0.045	0	0	0	0	0	0
4930553J12Rik	0	0	0	0	0	0	0	0
2310003N18Rik	0	0	0	0	0	0	0	0
Olfr1368	0	0	0	0	0	0	0	0
Srp14	106.643	112.92	0	36.197	7.068	36.785	0	37.343
Vmn1r27	0	0	0	0	0	0	0	0
Klrc1	0	0	0	0	0	0	0	0
Fgf6	0	0	0	0	0	0	0	0
Mtrf1l	4.428	3.931	0	0	0	3.378	0	0
Mc3r	0	0	0	0	0	0	0	0
Nub1	65.045	67.609	45.413	87.493	88.247	83.934	177.097	83.686
Nkx6-3	0	0	0	0	0	0	0	0
Cilp	0	0.018	0	0	0	0	0	0
Timmdc1	9.594	10.463	0	10.964	0	3.301	0	0
Calca	0	0	0	0	0	0	0	0
Zfp472	7.08	7.032	0	0	0	10.999	0	0
Nkx3-2	0.062	0	0	0	0	0	0	0
Scgb1a1	0.961	0	0	0	0	0	0	0
Arl4d	1.291	1.304	0	0	0	0	0	0
Gm28979	0	0	0	0	0	0	0	0
Arhgdib	448.792	470.081	406.376	734.005	70.408	597.611	234.268	181.867
Dph3	8.382	9.913	0	11.769	0	1.037	0	0
Myh7	0	0	0	0	0	0	0	0
Gm14548	6.812	6.776	33.621	23.217	0	4.17	0	0
Gm20597	0	0	0	0	0	0	0	0
Samsn1	22.377	17.187	0	24.713	3.016	15.878	0	0
Nup98	34.448	33.682	24.9	9.949	0	38.523	1.889	23.461
Fryl	12.221	11.936	5.092	0	26.203	10.759	23.942	17.946
Casp6	17.297	19.637	93.094	0	0	17.716	0	0
Hoxd12	0	0	0	0	0	0	0	0
Olfr49	0	0	0	0	0	0	0	0
Smarca2	15.352	15.08	0	16.351	0	9.077	82.024	23.615
Terf1	8.322	9.737	0	0	0	1.181	0	0
Tex47	0	0	0	0	0	0	0	0
Pnpla6	13.347	13.007	0	0	0	9.923	0	0
Mmp21	0	0	0	0	0	0	0	0
Ap1g2	27.854	27.89	108.454	24.115	0	26.436	0	58.537
Gem	0.85	0.424	0	0	0	0	0	0
Slc9a3r2	0.414	0.88	0	0	0	0	0	0
Tnfsf12	132.008	138.418	75.825	165.962	3.284	168.663	314.797	127.253
Uchl3	9.827	12.45	0	49.345	0	4.71	0	0
Lamtor3	69.036	56.88	55.574	18.081	0	51.646	2.503	147.673
Fbxw11	40.196	36.942	0	16.567	73.438	51.485	15.619	4.619
Rps6	10.617	8.752	0	0	79.799	4.081	0	0
Olfr242	0	0	0	0	0	0	0	0
Tmem216	3.573	3.807	0	0	0	0.326	0	0
Rab6b	3.409	3.749	0	0	0	1.938	0	0
Cyp4f18	4.219	4.478	0	0	0	5.132	0	109.77
Cyp3a41b	0	0	0	0	0	0	0	0
Gm34240	0	0	0	0	0	0	0	0
Btbd1	22.206	20.01	0	27.164	27.754	17.757	43.024	6.517
Afp	0.882	0.886	0	0	0	0	0	0
Serpinb1b	0.495	0.429	0	0	0	0	0	0
Esp16	0	0	0	0	0	0	0	0
Tmem129	13.571	16.405	27.614	0	0	15.65	0	0
Plk1	35.315	46.365	0	24.026	0	41.207	108.328	194.752
Atg5	36.449	29.83	33.095	68.593	219.588	11.385	0	135.767
Mmp25	0.314	0.114	0	0	0	0	0	0
Myh7b	0.015	0.06	0	0	0	0	0	0
Cdkl1	0.106	0	0	0	0	0	0	0
Shcbp1	11.628	14.454	0	38.597	0	3.942	0	4.525
Esx1	0	0	0	0	0	0	0	0
Cxcl15	0	0	0	0	0	0	0	0
Mageb4	0	0	0	0	0	0	0	0
Nkx1-1	0	0	0	0	0	0	0	0
Eny2	7.953	8.873	0	27.305	0	2.2	64.795	0
Stard7	36.199	37.25	63.531	21.886	85.468	18.427	132.292	0
Gsc	0	0	0	0	0	0	0	0
Gm10536	0	0.017	0	0	0	0	0	0
BC030499	0.028	0.057	0	0	0	0	0	0
Gm16497	0	0	0	0	0	0	0	0
Zfp119b	4.823	2.89	0	35.971	0	12.678	122.824	0
Slc25a48	0	0	0	0	0	0	0	0
Krtap9-1	0	0	0	0	0	0	0	0
Jph2	0.064	0.035	0	0	0	0	0	0
1700092E19Rik	0	0	0	0	0	0	0	0
Syde1	0.136	0.112	0	0	0	0	0	0
Olfr700	0	0	0	0	0	0	0	0
Aqp3	0.203	0.084	0	0	0	0	0	0
Ccser1	0.016	0.052	0	0	0	0	0	0
Gm38410	0	0	0	0	0	0	0	0
Pgpep1	12.858	14.293	1.191	0	0	15.949	30.904	0
Kcnq1	0.015	0.024	0	0	0	0	0	0
Gm5570	0	0	0	0	0	0	0	0
Pcdh18	0	0	0	0	0	0	0	0
Znrf1	31.403	29.134	45.992	62.235	73.708	45.698	33.895	31.576
Vmp1	41.527	35.965	53.159	0	0	30.152	0	3.837
Serpinb5	0	0	0	0	0	0	0	0
Phf24	0.295	0.342	0	0	0	2.756	0	0
Arhgap4	33.368	32.69	53.284	0	15.107	30.803	126.613	100.509
Nxpe2	0.079	0	0	0	0	0	0	0
AI847159	0.089	0	0	0	0	0	0	0
Bcl7b	32.788	32.735	89.319	0	0	46.995	0	76.42
Mbnl3	3.506	3.476	0	0	0	4.493	0	28.734
Peg10	0.087	0.033	0	0	0	0	0	0
Nek7	75.986	69.311	19.958	110.06	103.152	44.027	197.446	61.313
Acy1	1.121	1.411	0	0	0	0	0	0
Gm12159	0	0	0	0	0	0	0	0
Htr3a	0	0	0	0	0	0	0	0
Lpar5	45.098	49.93	107.768	0	0	32.84	0	0
Gm14596	0	0	0	0	0	0	0	0
Hephl1	0	0	0	0	0	0	0	0
Coq10a	21.051	24.424	139.379	7.558	0	21.311	0	0
Tmem218	5.536	8.292	0	0	0	0	0	0
Tmem190	0.154	0	0	0	0	0	0	0
Echdc2	0	0.179	0	0	0	0	0	0
Vmn1r111	0	0	0	0	0	0	0	0
Gm14005	0.558	0.44	0	0	0	0	0	0
Unkl	2.655	2.659	0	0	0	0.175	0.66	0
Mrps10	9.778	11.658	138.462	0	0	23.892	0	0
Fam177a	0.035	0	0	0	0	0	0	0
Ccdc162	0	0	0	0	0	0	0	0
Itpk1	15.533	16.647	0	0	0	25.524	0	0
Foxn1	0	0	0	0	0	0	0	0
Dhrs7	32.979	31.858	61.662	64.199	0	29.184	2.424	0
Hist1h3i	0	0.076	0	0	0	0	0	0
Cnep1r1	29.072	28.69	0	10.359	0	9.128	0	128.243
Ppl	0	0	0	0	0	0	0	0
Lpgat1	23.442	21.899	0	19.607	0	16.779	0.892	54.031
Naa15	20.374	17.834	0.479	23.977	0	15.996	0	32.124
Lpar3	0.071	0.029	0	0	0	0	0	0
Scgb2b11	0	0	0	0	0	0	0	0
Akt2	22.037	24.402	34.629	24.203	32.999	32.798	70.703	10.762
Rpl41	512.05	721.77	1602.627	469.177	1036.86	546.446	1218.621	1518.069
2900052N01Rik	0	0	0	0	0	0	0	0
9230114K14Rik	1.031	0.607	0	0	0	0	0	0
Tas2r144	0	0	0	0	0	0	0	0
Pias3	16.929	19.656	0	0	0	24.532	0	29.644
Esyt3	0.03	0.099	0	0	0	0	0	0
Ptprk	0.044	0.048	0	0.619	0	0.027	0.514	3.191
Prl7a1	0	0	0	0	0	0	0	0
Pate2	0	0	0	0	0	0	0	0
D6Ertd527e	0	0.099	0	0	0	0	0	0
C030005K06Rik	2.461	3.286	52.383	0	0	0	0	0
Adgrg2	0	0.016	0	0	0	0	0	0
Ddx28	18.004	17.551	0	0	180.717	19.608	0	187.833
C130073F10Rik	0	0	0	0	0	0	0	0
H1fx	8.696	13.194	65.807	0	0	15.093	0	0
Slc6a19	0	0.019	0	0	0	0	0	0
Tle4	22.459	22.928	0	7.979	0	26.436	1.325	0
Gm6277	0	0	0	0	0	0	0	0
Tbx20	0	0	0	0	0	0	0	0
Cers6	50.647	43.634	17.975	26.083	0.788	34.094	42.879	58.254
Cypt7	0	0	0	0	0	0	0	0
Pcnx3	27.86	30.101	76.34	23.792	14.549	49.115	29.966	22.926
Dio2	4.83	3.278	0	0	0	3.169	0	0
Olfr623	0	0	0	0	0	0	0	0
Idh1	269.805	211.907	266.907	190.461	78.637	203.528	0	268.33
Ndc1	17.544	20.273	0	0	0	25.99	0	0
Nat6	26.781	26.443	103.913	18.958	0	68.934	79.779	0
Adam18	0	0	0	0	0	0	0	0
Tex37	0	0	0	0	0	0	0	0
4930503E24Rik	0.569	0.828	0	0	0	0.125	0	0
Helb	16.644	17.009	0	20.915	89.437	10.836	51.419	0
Rxfp2	0	0	0	0	0	0	0	0
Gm10684	0.04	0.017	0	0	0	0	0	0
Tspan7	3.581	3.305	0	0	0	0	0	5.525
Tnfrsf11b	0.063	0.026	0	0	0	0	0	0
Fam69a	40.082	37.684	67.33	30.599	28.516	21.447	0	208.058
Usp47	31.186	28.316	0	22.732	0	16.353	0.564	3.5
Vps33b	10.304	10.989	45.674	20.805	0	8.511	0	0
Atp2a3	36.571	42.844	18.43	14.888	112.644	51.525	63.199	55.462
Timm50	28.577	33.999	0	0	0	47.405	0	0
Kif12	0.02	0.033	0	0	0	0	0	0
Alcam	143.801	123.087	80.033	58.283	72.686	126.764	96.19	118.315
Natd1	20.134	21.161	0	15.465	0	26.172	0	0
Gsc2	0	0	0	0	0	0	0	0
Fhl4	0.1	0	0	0	0	0	0	0
Fam189b	12.108	13.209	0	0	0	4.903	52.538	0
Adam22	0.691	0.553	0	0	0	0.072	0	0
Dlx1	0.032	0.013	0	0	0	0	0	0
Gm45915	0.042	0	0	0	0	0	0	0
Kansl2	6.475	6.186	0	9.15	0	8.51	0	0
Lrfn5	0	0	0	0	0	0	0	0
Gm4850	0	0	0	0	0	0	0	0
Kif14	5.586	5.924	0	0	0	2.786	0	0
Eef1akmt1	16.904	20.349	0	0	0	2.209	3.786	0
Adprhl2	17.664	21.437	0	0	0	12.976	0	0
9230104L09Rik	0	0	0	0	0	0	0	0
Gxylt1	13.385	13.516	0.219	4.557	0.834	8.985	0	0
Wdtc1	28.381	30.365	54.135	26.363	0	50.303	18.876	0
Fcamr	0	0	0	0	0	0	0	0
Poli	2.317	2.591	0	0	0	1.875	0	0
Cpne6	0	0	0	0	0	0	0	0
Casp12	0.206	0.085	0	0	0	0	0	0
Sap30bp	20.902	20.928	0	0	0	16.946	0	0
4930539N22Rik	0	0	0	0	0	0	0	0
Las1l	12.123	12.012	0	0.727	8.521	5.447	0	0
Dusp3	121.591	114.131	82.658	216.046	270.245	145.351	82.242	306.463
Gm39773	0	0	0	0	0	0	0	0
Il31ra	0	0	0	0	0	0	0	0
Eya2	0.036	0	0	0	0	0	0	0
Gp6	0	0	0	0	0	0	0	0
Cd209g	0	0	0	0	0	0	0	0
4931428F04Rik	0.615	0.693	0	0	0	1.41	0	0
Hdx	0	0	0	0	0	0	0	0
Rnf215	11.809	11.735	141.039	0	0	10.811	0	0
Gjc3	0	0	0	0	0	0	0	0
Trmt2b	13.811	14.223	0	34.137	0	15.14	0	0
Chkb	36.39	36.998	0	12.847	0	29.867	0	0
Rbm34	9.176	7.414	58.194	0	0	16.22	0	0
Fbxl14	20.671	22.424	22.04	47.506	0	8.925	0	76.289
Pfas	7.467	8.585	0	0.596	47.143	10.269	0	21.526
Inafm1	7.03	9.009	38.093	0	0	19.26	0	0
5031439G07Rik	160.498	167.552	47.142	188.574	98.114	208.742	170.063	246.573
Olfr958	0	0	0	0	0	0	0	0
Spink4	0	0	0	0	0	0	0	0
P2ry14	23.37	24.423	102.096	35.172	0	28.58	0	0
Defb26	0	0	0	0	0	0	0	0
Zswim7	3.643	4.676	0	0	0	16.314	0	0
Dynlrb1	101.178	102.39	239.837	142.131	0	171.401	64.81	0
Prmt8	0	0	0	0	0	0	0	0
Trappc10	38.224	38.556	0	41.387	110.197	44.689	119.372	31.052
Serping1	0.59	0.446	0	0	3.058	0	0	5.385
Ptcd1	15.906	18.679	22.176	27.094	27.601	26.883	0	0
Fcer1a	0	0	0	0	0	0	0	0
Atl1	0.604	0.445	0	0	0	0	0	0
BC039966	0	0	0	0	0	0	0	0
Cdk15	0.336	0.623	0	0	0	0	0	0
Galnt10	23.064	26.109	25.711	39.104	131.061	21.064	0	37.43
Plxnb1	0	0	0	0.221	0	0	0	0
Nipal1	0	0	0	0	0	0	0	0
Hacl1	4.81	5.037	0	0	0	8.007	0	0
Snhg15	8.322	6.112	56.791	38.561	0	0	0	0
Mir1a-1hg	0.773	0.601	0	17.817	0	0	0	0
Parp11	11.252	12.253	71.627	27.62	0	23.815	0	0
Prnd	0.045	0	0	0	0	0	0	0
A330008L17Rik	0	0	0	0	0	0	0	0
Cma2	0	0.075	0	0	0	0	0	0
Lrcol1	0	0	0	0	0	0	0	0
Rcor1	40.166	36.036	0	47.447	0	27.851	202.831	0
Gm20498	10.171	9.419	0	12.296	0	3.828	163.401	0
Cd101	1.171	0.761	0	0	0	0.206	0	0
Itgal	115.051	111.155	93.786	85.257	18.141	116.857	0.605	159.747
Ankra2	12.236	11.622	25.628	0	0	4.169	0	80.02
Bspry	1.411	0.719	0	0	0	0	0	0
Klra5	0	0	0	0	0	0	0	0
Olfr1130	0	0	0	0	0	0	0	0
Twnk	15.926	17.097	0	29.335	0	19.69	0	0
Olfr60	0	0	0	0	0	0	0	0
Soga1	16.61	17.791	0	18.159	0	26.406	13.063	0.738
Olfr209	0	0	0	0	0	0	0	0
Rab32	173.561	174.627	155.886	221.318	0	198.26	56.677	76.107
Gm12298	0	0	0	0	0	0	0	0
Mtrr	5.517	5.368	0	0	0	6.544	1.418	0
Xlr4a	0.716	0.684	0	0	0	0	0	0
Cers3	0.027	0.159	0	0	0	0	0	0
Crisp4	0	0	0	0	0	0	0	0
Zfp664	27.127	26.784	41.716	13.457	35.335	11.53	73.225	2.394
Wwp2	42.061	43.179	30.368	44.407	0	46.21	31.719	27.487
L3hypdh	0.681	0.993	0	0	0	0	0	0
Dlx6os2	0	0	0	0	0	0	0	0
Abhd1	5.548	5.636	0	0	0	9.517	0	0
Gm5476	0	0	0	0	0	0	0	0
Isg20l2	25.795	23.119	0	26.179	0	39.042	0	0
Olfr585	0	0	0	0	0	0	0	0
1700099I09Rik	0.764	1.305	0	0	0	0	0	0
Chml	6.323	5.974	0	0	0	2.206	0	0
Maneal	0.229	0.216	0	0	0	0	0	0
Wfikkn2	0	0	0	0	0	0	0	0
Itpka	0.223	0.245	0	0	0	0	0	0
Slc30a5	62.36	61.348	0	104.009	190.83	59.833	95.321	3.083
Cacna1a	8.045	8.903	0	7.913	0	10.374	0	0
Olfr703	0	0	0	0	0	0	0	0
6430548M08Rik	22.32	21.993	19.723	56.469	20.047	18.455	0	21.184
Gprc5a	0.129	0.32	0	0	0	0	0	0
Wnt11	0	0	0	0	0	0	0	0
Cyp11a1	0	0	0	0	0	0	0	0
Mreg	0.114	0.292	0	0	0	0	0	0
Lrit2	0	0	0	0	0	0	0	0
Slco1a4	0	0	0	0	0	0	0	0
Dcp2	16.728	15.952	0	5.912	0	15.048	0	29.364
Tas2r122	0	0	0	0	0	0	0	0
Dcaf4	5.784	7.037	0	0	133.738	12.714	0	0
Gm4312	0	0	0	0	0	0	0	0
Lgi2	0	0	0	0	0	0	0	0
Grid1	0	0	0	0	0	0	0	0
1700027I24Rik	0	0	0	0	0	0	0	0
Ndufab1	4.532	5.006	0	0	52.002	5.599	0	0
Tle3	32.352	34.421	19.059	1.459	88.674	89.609	0	0
Smc2os	0	0	0	0	0	0	0	0
Prok1	0	0	0	0	0	0	0	0
Akt1s1	32.31	36.169	0	34.551	281.448	54.704	304.898	0
Klhl24	66.153	59.973	8.268	38.509	48.101	61.526	118.999	2.921
Epha8	0	0.008	0	0	0	0	0	0
Cd109	3.425	4.345	0	12.96	0	4.825	0	0
Serpine3	0.16	0.264	0	0	0	0	0	0
Rasl11a	0	0	0	0	0	0	0	0
Mzf1	0.707	0.726	0	0	0	5.243	0	0
Unc119	34.004	35.312	114.038	52.219	0	30.029	0	0
Btc	0	0.026	0	0	0	0	0	0
Lcn9	0	0	0	0	0	0	0	0
Pus7l	2.807	2.986	0	0	0	0	0	0
Zfp628	11.264	12.266	0	6.443	0	18.452	49.055	0
Mrm2	5.383	6.809	0	0	0	16.672	0	0
4933403O08Rik	0	0	0	0	0	0	0	0
Olfr485	0	0	0	0	0	0	0	0
Olfr148	0	0	0	0	0	0	0	0
Mc5r	0	0	0	0	0	0	0	0
Lce1g	0	0.08	0	0	0	0	0	0
Eif6	43.051	47.844	118.141	0	0	91.25	0	0
4931428L18Rik	0	0	0	0	0	0	0	0
Fpgs	3.466	3.641	0	0	0	3.262	0	0
Klhl29	0	0	0	0	0	0	0	0
Tmem95	0.085	0.21	0	0	0	0	0	0
Gm5142	0	0	0	0	0	0	0	0
Dixdc1	0.032	0.092	0	0	0	0	0	0
Smim26	12.878	15.682	0	0	0	0	0	0
Zscan18	0.271	0.294	0	0	0	0	0	0
Nsmf	6.242	6.743	55.286	0	0	14.164	0	0
Rgs11	0.842	0.986	0	0	0	0	0	0
Tead1	0.036	0.081	0	0.19	0	0	0	0
Cntnap5a	0	0	0	0	0	0	0	0
Rfc4	9.171	12.285	12.069	0	0	0	0	0
Esp23	0	0	0	0	0	0	0	0
2310035C23Rik	11.356	11.38	0	0	0	12.142	0	18.133
Lppos	2.193	2.496	0	0	0	0	0	0
Rpe	21.613	23.286	0	0.696	2.038	9.566	0	0
Itga2b	0.3	0.129	0	0	0	4.841	0	0
Arhgef3	8.469	7.213	34.35	0	0	7.191	0	0
Rlim	37.706	36.445	0	8.643	25.314	34.964	56.161	20.98
Anks6	2.054	2.175	0	0	0	1.176	0	0
Prkci	14.312	13.002	0	12.327	29.88	5.019	1.412	48.239
Dnmt3aos	3.254	2.576	0	0	0	0	0	0
Inpp5f	11.447	10.532	0.615	0	0	3.917	0	61.974
Higd1b	0.122	0	0	0	0	0	0	0
Olfr395	0	0	0	0	0	0	0	0
Gas5	41.417	44.91	0	69.035	0	1.802	0	0
