Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0008630~intrinsic apoptotic signaling pathway in response to DNA damage	5	1.0638297872340425	0.012373634271835222	CASP9, MSH6, BAD, EI24, BAK1	461	58	29775	5.567918318498018	0.9999999999960064	0.8151131576571453	0.8143398055151556
GOTERM_BP_DIRECT	GO:0010828~positive regulation of D-glucose transmembrane transport	3	0.6382978723404255	0.014187821243205721	C2CD5, AK1, BRAF	461	12	29775	16.14696312364425	0.9999999999999172	0.8603408356749029	0.85952457302246
GOTERM_BP_DIRECT	GO:0071218~cellular response to misfolded protein	3	0.6382978723404255	0.014187821243205721	UFD1, HDAC6, DNAJC18	461	12	29775	16.14696312364425	0.9999999999999172	0.8603408356749029	0.85952457302246
GOTERM_BP_DIRECT	GO:0034644~cellular response to UV	5	1.0638297872340425	0.014682886834257725	CASP9, SDE2, BAK1, TRIAP1, AURKB	461	61	29775	5.294086270047295	0.9999999999999712	0.8603408356749029	0.85952457302246
GOTERM_BP_DIRECT	GO:0051402~neuron apoptotic process	7	1.4893617021276597	0.014734196864944621	CASP9, NLRP1A, PTGES3, AATK, ZFP212, VEGFA, ZFP110	461	128	29775	3.5321481832971795	0.9999999999999742	0.8603408356749029	0.85952457302246
GOTERM_BP_DIRECT	GO:2000045~regulation of G1/S transition of mitotic cell cycle	5	1.0638297872340425	0.015508990396416657	SMARCB1, BCL7A, ID2, SMARCA2, TJP3	461	62	29775	5.208697781820726	0.9999999999999951	0.8603408356749029	0.85952457302246
GOTERM_BP_DIRECT	GO:0048144~fibroblast proliferation	5	1.0638297872340425	0.015508990396416657	KMT2A, DPH1, BC004004, PTGES3, SMARCA2	461	62	29775	5.208697781820726	0.9999999999999951	0.8603408356749029	0.85952457302246
GOTERM_BP_DIRECT	GO:0090557~establishment of endothelial intestinal barrier	3	0.6382978723404255	0.016597674422534184	FASN, TJP3, TJP2	461	13	29775	14.904889037210078	0.9999999999999996	0.8971255816077451	0.896274418816846
GOTERM_BP_DIRECT	GO:0030071~regulation of mitotic metaphase/anaphase transition	4	0.851063829787234	0.01793625128079186	SMARCB1, BCL7A, PLK1, SMARCA2	461	36	29775	7.176428054953002	1.0	0.922185797558762	0.9213108584718941
GOTERM_BP_DIRECT	GO:0032467~positive regulation of cytokinesis	4	0.851063829787234	0.01793625128079186	SVIL, SPAST, PKP4, AURKB	461	36	29775	7.176428054953002	1.0	0.922185797558762	0.9213108584718941
GOTERM_BP_DIRECT	GO:0001666~response to hypoxia	9	1.9148936170212765	0.019151300667747156	CASP9, EGR1, VEGFB, CASP1, XRCC1, MTHFR, COMT, CAMK2G, VEGFA	461	215	29775	2.7036775462846188	1.0	0.9246435236261129	0.9237662527308321
GOTERM_BP_DIRECT	GO:0070848~response to growth factor	3	0.6382978723404255	0.019168173683980168	ANXA3, HDAC6, DUSP6	461	14	29775	13.840254105980787	1.0	0.9246435236261129	0.9237662527308321
GOTERM_BP_DIRECT	GO:0010934~macrophage cytokine production	4	0.851063829787234	0.019299959696180726	PYCARD, CASP1, TICAM1, TIRAP	461	37	29775	6.982470539954271	1.0	0.9246435236261129	0.9237662527308321
GOTERM_BP_DIRECT	GO:0032731~positive regulation of interleukin-1 beta production	5	1.0638297872340425	0.02107731654572908	PYCARD, EGR1, NLRP1A, CASP1, NLRC4	461	68	29775	4.7491068010718385	1.0	0.9624406515828934	0.9615275200349019
GOTERM_BP_DIRECT	GO:0014070~response to organic cyclic compound	6	1.276595744680851	0.021161631250055463	CASP9, CASP1, LONP2, BAK1, SLC37A4, DUSP6	461	102	29775	3.799285440857471	1.0	0.9624406515828934	0.9615275200349019
GOTERM_BP_DIRECT	GO:0002221~pattern recognition receptor signaling pathway	3	0.6382978723404255	0.021893802626717897	PYCARD, NLRP1A, CASP1	461	15	29775	12.917570498915401	1.0	0.9624406515828934	0.9615275200349019
GOTERM_BP_DIRECT	GO:0006954~inflammatory response	13	2.7659574468085104	0.022371722925788318	NLRP1A, CAMK1D, PTGER1, TUSC2, PIK3CD, NLRC4, TICAM1, TIRAP, PYCARD, FCHSD1, THEMIS2, FASN, CXCR3	461	399	29775	2.1043661213771956	1.0	0.9624406515828934	0.9615275200349019
GOTERM_BP_DIRECT	GO:0043065~positive regulation of apoptotic process	13	2.7659574468085104	0.022371722925788318	CAMK1D, BAD, DDX20, TMC8, NLRC4, DUSP6, PYCARD, DNAJA1, CASP9, CALHM2, CASP1, ID3, BAK1	461	399	29775	2.1043661213771956	1.0	0.9624406515828934	0.9615275200349019
GOTERM_BP_DIRECT	GO:0032611~interleukin-1 beta production	3	0.6382978723404255	0.02476917630333138	PYCARD, SLAMF9, CASP1	461	16	29775	12.110222342733188	1.0	1.0	0.9995253915519696
GOTERM_BP_DIRECT	GO:0048011~neurotrophin TRK receptor signaling pathway	3	0.6382978723404255	0.02476917630333138	ZFYVE27, SORT1, SOS1	461	16	29775	12.110222342733188	1.0	1.0	0.9995253915519696
GOTERM_BP_DIRECT	GO:0070269~pyroptotic inflammatory response	4	0.851063829787234	0.025312892456242412	PYCARD, NLRP1A, CASP1, NLRC4	461	41	29775	6.301253901909952	1.0	1.0	0.9995253915519696
GOTERM_BP_DIRECT	GO:0009410~response to xenobiotic stimulus	11	2.3404255319148937	0.029078205864312152	EI24, BLOC1S3, CASP1, XRCC1, MTHFR, BAK1, CROT, COMT, AGPAT2, DUSP6, TAF1	461	322	29775	2.206417321243314	1.0	1.0	0.9995253915519696
GOTERM_BP_DIRECT	GO:2000781~positive regulation of double-strand break repair	4	0.851063829787234	0.030407766885837566	SMARCB1, BCL7A, MGMT, SMARCA2	461	44	29775	5.871622954052455	1.0	1.0	0.9995253915519696
GOTERM_BP_DIRECT	GO:0045670~regulation of osteoclast differentiation	3	0.6382978723404255	0.03094825904060797	ESRRA, UBASH3B, ZBTB7A	461	18	29775	10.764642082429502	1.0	1.0	0.9995253915519696
GOTERM_BP_DIRECT	GO:1990090~cellular response to nerve growth factor stimulus	4	0.851063829787234	0.034080977694305875	MICALL1, CSTF2, CDC5L, BRAF	461	46	29775	5.616334999528436	1.0	1.0	0.9995253915519696
GOTERM_BP_DIRECT	GO:0045779~negative regulation of bone resorption	3	0.6382978723404255	0.0342418311879541	CEACAM1, UBASH3B, VEGFA	461	19	29775	10.198081972827948	1.0	1.0	0.9995253915519696
GOTERM_BP_DIRECT	GO:1900119~positive regulation of execution phase of apoptosis	3	0.6382978723404255	0.0342418311879541	NDUFA13, TRADD, CXCR3	461	19	29775	10.198081972827948	1.0	1.0	0.9995253915519696
GOTERM_BP_DIRECT	GO:0002181~cytoplasmic translation	6	1.276595744680851	0.03765817511842609	RPS14, RPL37A, RPL35A, RPL18, RPL39, RPL37RT	461	119	29775	3.2565303778778323	1.0	1.0	0.9995253915519696
GOTERM_BP_DIRECT	GO:0006974~DNA damage response	11	2.3404255319148937	0.03846662030311354	CASP9, HERC2, MGMT, TTC5, ZFP385A, SUV39H1, ZBTB38, TAOK2, TLK1, MCM10, SIRT7	461	338	29775	2.101971530888601	1.0	1.0	0.9995253915519696
GOTERM_BP_DIRECT	GO:0031647~regulation of protein stability	6	1.276595744680851	0.03999918070124013	PYCARD, DPM3, TADA2A, DDRGK1, GM44504, HDAC6	461	121	29775	3.202703429483157	1.0	1.0	0.9995253915519696
GOTERM_BP_DIRECT	GO:0060340~positive regulation of type I interferon-mediated signaling pathway	3	0.6382978723404255	0.04121260502829695	TRIM41, NLRC5, IRF7	461	21	29775	9.226836070653857	1.0	1.0	0.9995253915519696
GOTERM_BP_DIRECT	GO:0045944~positive regulation of transcription by RNA polymerase II	29	6.170212765957447	0.04177432780239276	ZFP523, SMARCB1, KMT2A, CTBP2, NLRC5, SRA1, TRIAP1, PRDM10, DDRGK1, HSF2, CXCR3, ZFP142, ZFP384, NCK2, RTRAF, ESRRA, EGR1, ZBTB38, CDC5L, USF2, SMARCA2, MED6, VEGFA, MAF, TTC5, CARM1, MTF1, IRF7, ZFP212	461	1282	29775	1.4610356648539262	1.0	1.0	0.9995253915519696
GOTERM_BP_DIRECT	GO:0051123~RNA polymerase II preinitiation complex assembly	4	0.851063829787234	0.04208207123357432	TAF11, MED4, MED6, TAF1	461	50	29775	5.167028199566161	1.0	1.0	0.9995253915519696
GOTERM_BP_DIRECT	GO:1900409~positive regulation of cellular response to oxidative stress	2	0.425531914893617	0.045636769831624915	FADS2, HDAC6	461	3	29775	43.05856832971801	1.0	1.0	0.9995253915519696
GOTERM_BP_DIRECT	GO:0000448~cleavage in ITS2 between 5.8S rRNA and LSU-rRNA of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	2	0.425531914893617	0.045636769831624915	BOP1, NOL9	461	3	29775	43.05856832971801	1.0	1.0	0.9995253915519696
GOTERM_BP_DIRECT	GO:0006094~gluconeogenesis	4	0.851063829787234	0.04864460004673474	WDR5, CRY1, SLC37A4, PCK2	461	53	29775	4.874554905251095	1.0	1.0	0.9995253915519696
GOTERM_BP_DIRECT	GO:0043066~negative regulation of apoptotic process	17	3.6170212765957444	0.04933024193044877	CAMK1D, SHC1, MGMT, BAD, PLK1, VEGFB, CTNS, BRAF, TRIAP1, VEGFA, PRDX3, DNAJA1, MIEN1, DDRGK1, BAG3, PDCD4, FAIM	461	653	29775	1.6814601721405957	1.0	1.0	0.9995253915519696
GOTERM_BP_DIRECT	GO:0009058~biosynthetic process	3	0.6382978723404255	0.0525580491625092	APMAP, NMNAT3, ACCS	461	24	29775	8.073481561822126	1.0	1.0	0.9995253915519696
GOTERM_BP_DIRECT	GO:0050729~positive regulation of inflammatory response	5	1.0638297872340425	0.052703432061281454	PYCARD, NLRP1A, TRADD, PDCD4, CASP1	461	91	29775	3.5487831040976374	1.0	1.0	0.9995253915519696
GOTERM_BP_DIRECT	GO:0006325~chromatin organization	9	1.9148936170212765	0.053615971294678676	TADA2A, KMT2B, PHF13, TLK1, SMARCA2, BAHCC1, ZBTB7A, HDAC6, RCBTB1	461	264	29775	2.2018586077696707	1.0	1.0	0.9995253915519696
GOTERM_BP_DIRECT	GO:0030154~cell differentiation	17	3.6170212765957444	0.053724729211333117	SMURF1, SUV39H1, VEGFB, SRA1, PIK3CD, CREBL2, BRAF, NR2C1, DUSP6, VEGFA, SMAD7, CCDC85B, PPDPF, ID2, ID3, RBM45, CAMK2G	461	660	29775	1.6636265036481956	1.0	1.0	0.9995253915519696
GOTERM_BP_DIRECT	GO:0010508~positive regulation of autophagy	5	1.0638297872340425	0.05445640336654698	NPRL2, UBR4, TICAM1, DEPDC5, CDK16	461	92	29775	3.5102093747052723	1.0	1.0	0.9995253915519696
GOTERM_BP_DIRECT	GO:0071168~protein localization to chromatin	3	0.6382978723404255	0.05655918266864952	CARM1, PLK1, LEMD2	461	25	29775	7.750542299349241	1.0	1.0	0.9995253915519696
GOTERM_BP_DIRECT	GO:0050872~white fat cell differentiation	3	0.6382978723404255	0.05655918266864952	CTBP2, ID2, SCD1	461	25	29775	7.750542299349241	1.0	1.0	0.9995253915519696
GOTERM_BP_DIRECT	GO:0045862~positive regulation of proteolysis	3	0.6382978723404255	0.05655918266864952	BAD, PLK1, BAK1	461	25	29775	7.750542299349241	1.0	1.0	0.9995253915519696
GOTERM_BP_DIRECT	GO:1900016~negative regulation of cytokine production involved in inflammatory response	3	0.6382978723404255	0.05655918266864952	CHID1, PYCARD, PDCD4	461	25	29775	7.750542299349241	1.0	1.0	0.9995253915519696
GOTERM_BP_DIRECT	GO:0002218~activation of innate immune response	4	0.851063829787234	0.0581208326175167	PYCARD, NLRP1A, NLRC4, GBP2	461	57	29775	4.532480876812421	1.0	1.0	0.9995253915519696
GOTERM_BP_DIRECT	GO:0045601~regulation of endothelial cell differentiation	2	0.425531914893617	0.060382406192435255	CEACAM1, VEGFA	461	4	29775	32.2939262472885	1.0	1.0	0.9995253915519696
GOTERM_BP_DIRECT	GO:0050864~regulation of B cell activation	2	0.425531914893617	0.060382406192435255	THEMIS2, PPP2R3C	461	4	29775	32.2939262472885	1.0	1.0	0.9995253915519696
GOTERM_BP_DIRECT	GO:0043149~stress fiber assembly	3	0.6382978723404255	0.06066286624092139	LIMK1, BRAF, DNM2	461	26	29775	7.452444518605039	1.0	1.0	0.9995253915519696
GOTERM_BP_DIRECT	GO:0045943~positive regulation of transcription by RNA polymerase I	3	0.6382978723404255	0.06066286624092139	CARM1, UBTF, SIRT7	461	26	29775	7.452444518605039	1.0	1.0	0.9995253915519696
GOTERM_BP_DIRECT	GO:0030838~positive regulation of actin filament polymerization	4	0.851063829787234	0.06316080974028213	PYCARD, FCHSD1, NCK2, FMN1	461	59	29775	4.378837457259458	1.0	1.0	0.9995253915519696
GOTERM_BP_DIRECT	GO:0045893~positive regulation of DNA-templated transcription	19	4.042553191489362	0.06452088488664628	ESRRA, EGR1, KMT2A, SHC1, KMT2B, SRA1, CREBL2, GPATCH3, MED4, USF2, SMARCA2, PRDM10, SERTAD3, TADA2A, MTF1, ID2, IRF7, WDR5, MTA3	461	783	29775	1.5672658970587015	1.0	1.0	0.9995253915519696
GOTERM_BP_DIRECT	GO:0070316~regulation of G0 to G1 transition	3	0.6382978723404255	0.06486499186537101	SMARCB1, BCL7A, SMARCA2	461	27	29775	7.176428054953001	1.0	1.0	0.9995253915519696
GOTERM_BP_DIRECT	GO:0030514~negative regulation of BMP signaling pathway	4	0.851063829787234	0.06575426450269939	TWSG1, SMURF1, LEMD2, SMAD7	461	60	29775	4.3058568329718	1.0	1.0	0.9995253915519696
GOTERM_BP_DIRECT	GO:0031397~negative regulation of protein ubiquitination	4	0.851063829787234	0.06839588748890119	DNAJA1, CRY1, SIRT7, SMAD7	461	61	29775	4.235269016037837	1.0	1.0	0.9995253915519696
GOTERM_BP_DIRECT	GO:0046856~phosphatidylinositol dephosphorylation	3	0.6382978723404255	0.06916155350252962	INPP5A, MTMR12, INPP5E	461	28	29775	6.920127052990393	1.0	1.0	0.9995253915519696
GOTERM_BP_DIRECT	GO:0090200~positive regulation of release of cytochrome c from mitochondria	3	0.6382978723404255	0.06916155350252962	PYCARD, BAD, BAK1	461	28	29775	6.920127052990393	1.0	1.0	0.9995253915519696
GOTERM_BP_DIRECT	GO:0008380~RNA splicing	7	1.4893617021276597	0.06961612358001784	SCNM1, DDX47, ARL6IP4, SREK1IP1, SNRPA1, TTF2, SNRNP35	461	186	29775	2.430725631516339	1.0	1.0	0.9995253915519696
GOTERM_BP_DIRECT	GO:0042742~defense response to bacterium	8	1.702127659574468	0.06972838483508481	NLRP1A, SHC1, ANXA3, SLAMF9, CASP1, HP, NLRC4, GBP2	461	232	29775	2.227167327399207	1.0	1.0	0.9995253915519696
GOTERM_BP_DIRECT	GO:0060261~positive regulation of transcription initiation by RNA polymerase II	4	0.851063829787234	0.07108505174433116	TAF11, MED4, MED6, TAF1	461	62	29775	4.166958225456582	1.0	1.0	0.9995253915519696
GOTERM_BP_DIRECT	GO:0016485~protein processing	5	1.0638297872340425	0.07162517566919163	CASP9, SDE2, CASP1, LONP2, PMPCA	461	101	29775	3.197418440325594	1.0	1.0	0.9995253915519696
GOTERM_BP_DIRECT	GO:0045088~regulation of innate immune response	3	0.6382978723404255	0.07354864492535414	NLRC5, IRF7, TIRAP	461	29	29775	6.681501982197621	1.0	1.0	0.9995253915519696
GOTERM_BP_DIRECT	GO:0120009~intermembrane lipid transfer	3	0.6382978723404255	0.07354864492535414	PITPNM1, CPTP, TRIAP1	461	29	29775	6.681501982197621	1.0	1.0	0.9995253915519696
GOTERM_BP_DIRECT	GO:0006555~methionine metabolic process	2	0.425531914893617	0.07490069893329131	MTHFR, MTR	461	5	29775	25.835140997830806	1.0	1.0	0.9995253915519696
GOTERM_BP_DIRECT	GO:1905278~positive regulation of epithelial tube formation	2	0.425531914893617	0.07490069893329131	PIK3CD, VEGFA	461	5	29775	25.835140997830806	1.0	1.0	0.9995253915519696
GOTERM_BP_DIRECT	GO:0046602~regulation of mitotic centrosome separation	2	0.425531914893617	0.07490069893329131	NEK2, CEP85	461	5	29775	25.835140997830806	1.0	1.0	0.9995253915519696
GOTERM_BP_DIRECT	GO:1905746~positive regulation of mRNA cis splicing, via spliceosome	2	0.425531914893617	0.07490069893329131	UPF3B, UPF3A	461	5	29775	25.835140997830806	1.0	1.0	0.9995253915519696
GOTERM_BP_DIRECT	GO:1905605~positive regulation of blood-brain barrier permeability	2	0.425531914893617	0.07490069893329131	TJP3, TJP2	461	5	29775	25.835140997830806	1.0	1.0	0.9995253915519696
GOTERM_BP_DIRECT	GO:0009617~response to bacterium	9	1.9148936170212765	0.07515031130046607	PYCARD, NLRC5, CASP1, HP, IFI44, SCD1, FCGR2B, GBP2, TIRAP	461	284	29775	2.0467981424337784	1.0	1.0	0.9995253915519696
GOTERM_BP_DIRECT	GO:0031175~neuron projection development	7	1.4893617021276597	0.07537909287792359	ZFYVE27, SHC1, MICALL1, BLOC1S3, WDR5, UPF3B, CDK16	461	190	29775	2.3795524603265212	1.0	1.0	0.9995253915519696
GOTERM_BP_DIRECT	GO:0006355~regulation of DNA-templated transcription	22	4.680851063829787	0.07604533547944708	ESRRA, PRMT5, EGR1, ZBTB38, ZFP746, ZFP217, KMT2B, CREBL2, USF2, SMARCA2, ZFP809, GMCL1, SMAD7, SERTAD3, TADA2A, MAF, SUFU, CARM1, WDR5, MTA3, ZBTB7A, ZFP110	461	967	29775	1.4694237382427036	1.0	1.0	0.9995253915519696
GOTERM_BP_DIRECT	GO:0006469~negative regulation of protein kinase activity	4	0.851063829787234	0.07660342312106005	CEACAM1, UBASH3B, CEP85, RTRAF	461	64	29775	4.036740780911063	1.0	1.0	0.9995253915519696
GOTERM_BP_DIRECT	GO:0140236~translation at presynapse	4	0.851063829787234	0.07660342312106005	RPS14, RPL37A, RPL35A, RPL37RT	461	64	29775	4.036740780911063	1.0	1.0	0.9995253915519696
