	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	contrast
Cwc15	29.0400650650942	0.15326574581741	0.785736560358693	0.19505996481498	0.845346003955952	0.999670823306777	BMDM_GW-BMDM_DMHCA
Eif4h	182.437196585485	0.668014041498363	0.687310150262216	0.971925179983896	0.331087771990954	0.999670823306777	BMDM_GW-BMDM_DMHCA
Arnt	20.767614385069	0.089602880811315	0.690451915484366	0.129774251909283	NA	NA	BMDM_GW-BMDM_DMHCA
Cdc42	519.810322710048	0.116709723200504	0.320730136398059	0.363887611283449	0.715941936151927	0.999670823306777	BMDM_GW-BMDM_DMHCA
Cbr3	25.029101894731	1.01957734423383	0.758093901557485	1.34492223475105	0.178650349011794	0.999670823306777	BMDM_GW-BMDM_DMHCA
Cdc37	54.6118762412092	-0.163768597495032	0.661578097128077	-0.247542350942322	0.804488519778004	0.999670823306777	BMDM_GW-BMDM_DMHCA
Rbm47	114.982224752063	-0.240386534047961	0.826084549666609	-0.290995073258513	0.771055087515645	0.999670823306777	BMDM_GW-BMDM_DMHCA
Shmt2	43.1373184377517	0.0380373832290926	0.833409373800889	0.0456406952271456	0.963596632851398	0.999670823306777	BMDM_GW-BMDM_DMHCA
Tspo	80.0981461367103	-0.167116563772791	0.859225325893386	-0.194496785344438	0.845786912592079	0.999670823306777	BMDM_GW-BMDM_DMHCA
Ddx11	28.1170760094444	-0.863848693961601	0.770769862964493	-1.1207608593298	0.262389668929924	0.999670823306777	BMDM_GW-BMDM_DMHCA
Dnaaf2	24.5551420436864	0.957770271656966	0.746519347256625	1.28298117815253	0.199498670303728	0.999670823306777	BMDM_GW-BMDM_DMHCA
Pou2f2	64.9449786146531	0.211491084842607	0.861982404417659	0.245354294656963	0.806182115103747	0.999670823306777	BMDM_GW-BMDM_DMHCA
Herc3	37.4132579163168	-0.371265562656124	0.774649881045796	-0.479268856473465	0.631747374837683	0.999670823306777	BMDM_GW-BMDM_DMHCA
Cul4b	47.1341080691494	-0.155618518233788	0.851076515825601	-0.182849033359625	0.854916474056039	0.999670823306777	BMDM_GW-BMDM_DMHCA
Ptpn11	85.8478936780652	0.144744367922828	0.857298334184031	0.168837803774103	0.865924222050155	0.999670823306777	BMDM_GW-BMDM_DMHCA
Ubxn1	46.5393650837036	-0.464064699758363	0.849752577809996	-0.546117436859518	0.584985214542512	0.999670823306777	BMDM_GW-BMDM_DMHCA
Hnrnpm	63.8858886405515	0.244560029602278	0.860065639153608	0.284350424512889	0.776141847006483	0.999670823306777	BMDM_GW-BMDM_DMHCA
Bud31	16.9530825541946	0.104021287731751	0.723809786993891	0.143713568952652	0.885726655958076	0.999670823306777	BMDM_GW-BMDM_DMHCA
Kdm8	14.5559216729588	0.12602730095548	0.719657900798635	0.175121124656066	0.860984459681542	0.999670823306777	BMDM_GW-BMDM_DMHCA
Smim1	11.2666145647507	0.801558192773293	0.735296551221198	1.09011553425899	0.275662254250345	0.999670823306777	BMDM_GW-BMDM_DMHCA
Phf20	21.3504731186345	-0.198181744340612	0.692891082844173	-0.286021496375906	NA	NA	BMDM_GW-BMDM_DMHCA
Gpr141	14.2406584494854	0.367578660807353	0.71751446810099	0.512294423525989	0.608444967458388	0.999670823306777	BMDM_GW-BMDM_DMHCA
Arih1	78.2057969091843	-0.387093758663431	0.665168612922236	-0.581948322791181	0.560601489964402	0.999670823306777	BMDM_GW-BMDM_DMHCA
Rnf13	165.276573766221	-0.476113703800094	0.603149528411894	-0.789379219202429	0.429890397894839	0.999670823306777	BMDM_GW-BMDM_DMHCA
Fam76b	58.3208454076385	-0.0877473901753428	0.862280695819155	-0.101761979133702	0.918945605187677	0.999670823306777	BMDM_GW-BMDM_DMHCA
Rhbdd2	15.2761658456586	0.337663658662639	0.725086287664645	0.465687552512108	0.641439163418468	0.999670823306777	BMDM_GW-BMDM_DMHCA
Sash1	265.885905353545	0.743042279463125	0.462156722168322	1.6077712252609	0.107885292680442	0.999670823306777	BMDM_GW-BMDM_DMHCA
Dlat	45.2377414143611	2.3760662125727	0.860288233327556	2.76194201027508	0.00574586828238926	0.999670823306777	BMDM_GW-BMDM_DMHCA
Cd180	285.139660042052	-0.194437235917745	0.768993601501106	-0.252846363790538	0.800386938341517	0.999670823306777	BMDM_GW-BMDM_DMHCA
Sbf2	68.6949026937937	0.0279292544460704	0.858347220785804	0.0325384107616747	0.974042684877668	0.999670823306777	BMDM_GW-BMDM_DMHCA
Scamp5	12.4061196368116	-0.296085740271221	0.670464553757313	-0.441612816981813	NA	NA	BMDM_GW-BMDM_DMHCA
Dok1	29.0872181246338	-0.234148261672472	0.763815880020474	-0.306550659389532	0.759185414476982	0.999670823306777	BMDM_GW-BMDM_DMHCA
Sacm1l	21.4629384785389	-0.348993654049029	0.748189335058411	-0.466450987331679	NA	NA	BMDM_GW-BMDM_DMHCA
Ctnnbl1	8.22407633075348	-0.186823072117579	0.662536062357344	-0.281981740666087	NA	NA	BMDM_GW-BMDM_DMHCA
Adck5	33.5044468041796	0.104661044184382	0.767709358303834	0.136328993586347	NA	NA	BMDM_GW-BMDM_DMHCA
Zfp180	28.1515526345469	-1.05331706097651	0.820567681218016	-1.28364434169893	0.199266427248435	0.999670823306777	BMDM_GW-BMDM_DMHCA
Dtx4	58.765028377744	0.824522694734258	0.851149659806365	0.968716470992698	0.33268667223093	0.999670823306777	BMDM_GW-BMDM_DMHCA
Ints4	30.4522062874263	-0.62573921129936	0.775867639221933	-0.806502526548051	0.419953151806025	0.999670823306777	BMDM_GW-BMDM_DMHCA
Lrp10	137.64213621052	-0.569159420184543	0.806852214258007	-0.705407273013373	0.480556819172948	0.999670823306777	BMDM_GW-BMDM_DMHCA
Plk2	14.7405604459471	0.451932142091432	0.720549201456365	0.627205111292875	0.530524793200751	0.999670823306777	BMDM_GW-BMDM_DMHCA
Cd74	591.529584060009	0.695704566184942	0.342466923161616	2.03145039457322	0.0422093267405316	0.999670823306777	BMDM_GW-BMDM_DMHCA
H2-L	1220.21661055476	0.068221456158887	0.232904059121743	0.29291656150667	0.769585929553197	0.999670823306777	BMDM_GW-BMDM_DMHCA
Galc	104.155306444211	1.06848730120965	0.84203091390068	1.26894070463508	NA	NA	BMDM_GW-BMDM_DMHCA
Carhsp1	28.4680625835708	-0.480650063408111	0.806068688665299	-0.596289212280381	0.550982036478751	0.999670823306777	BMDM_GW-BMDM_DMHCA
Cse1l	32.3681736517715	0.348090707867242	0.767739360571306	0.453396980465107	0.650262910361967	0.999670823306777	BMDM_GW-BMDM_DMHCA
Ap2a1	67.659080551084	-0.647289889578326	0.86218592624108	-0.750754413726459	0.452800468889876	0.999670823306777	BMDM_GW-BMDM_DMHCA
Sec61b	13.1710257624861	0.531724271404409	0.719772092469859	0.738739771890607	0.460065030202931	0.999670823306777	BMDM_GW-BMDM_DMHCA
Pstpip1	56.0792228565891	-1.45249200754191	0.859017850750747	-1.69087523183888	NA	NA	BMDM_GW-BMDM_DMHCA
Sdc4	79.4823648505636	0.522104321301335	0.854105255296253	0.611288032784951	0.541008912171832	0.999670823306777	BMDM_GW-BMDM_DMHCA
Wdr82	82.1675972425371	-0.432967557155258	0.78280460942559	-0.55309786368397	0.580196399447353	0.999670823306777	BMDM_GW-BMDM_DMHCA
Nbr1	135.716196784924	-0.17208114854146	0.836423506978905	-0.205734471957877	0.836998329794603	0.999670823306777	BMDM_GW-BMDM_DMHCA
Pcdhga5	52.632788993075	-0.272158069399714	0.842156699033441	-0.323167968279627	0.746568038055195	0.999670823306777	BMDM_GW-BMDM_DMHCA
Kpna4	44.8149525547877	-0.0283514841371618	0.817790780161681	-0.03466838319155	NA	NA	BMDM_GW-BMDM_DMHCA
Capg	631.063867579676	-0.15155489113696	0.299557831229257	-0.505928656630488	0.612906734242388	0.999670823306777	BMDM_GW-BMDM_DMHCA
Rbm39	67.4651164368367	-0.397828482364765	0.860340490852032	-0.462408182103319	0.64378863287528	0.999670823306777	BMDM_GW-BMDM_DMHCA
Faim	26.2287716060475	0.950767798727869	0.745110260368364	1.27600953751171	0.201952147630598	0.999670823306777	BMDM_GW-BMDM_DMHCA
Tnfrsf26	12.387033027331	-0.103764512004163	0.739433208959509	-0.140329796859104	0.888399422761743	0.999670823306777	BMDM_GW-BMDM_DMHCA
Ift46	34.5720137999402	0.304065381812392	0.822542222454692	0.369665378276847	0.711631831350547	0.999670823306777	BMDM_GW-BMDM_DMHCA
Pik3ca	54.2583419102656	0.190533876244679	0.86205261928252	0.221023487409921	0.825074144887256	0.999670823306777	BMDM_GW-BMDM_DMHCA
Cebpd	29.2359229855882	-0.854869091949017	0.805464920034094	-1.06133621798555	0.288537131787897	0.999670823306777	BMDM_GW-BMDM_DMHCA
Rsrc2	26.3552843387808	0.294648906077736	0.754357241951546	0.390595979850965	0.696095897666483	0.999670823306777	BMDM_GW-BMDM_DMHCA
Rps3	307.299648614486	0.338412139888173	0.547849892335825	0.617709603711541	0.53676678022917	0.999670823306777	BMDM_GW-BMDM_DMHCA
Aup1	113.788037563338	-0.994319461187849	0.780958436677984	-1.27320407141954	0.202945636211504	0.999670823306777	BMDM_GW-BMDM_DMHCA
Svil	47.3774398152397	1.83481494264284	0.861062762215285	2.13087247893795	0.0330996492236925	0.999670823306777	BMDM_GW-BMDM_DMHCA
Bicd2	65.7136963434949	-0.0532128623035017	0.862422009015179	-0.0617016515664608	0.950800424717652	0.999670823306777	BMDM_GW-BMDM_DMHCA
Zscan26	26.3650284558915	0.361378014594263	0.747246299835467	0.483612986339087	0.628660556672176	0.999670823306777	BMDM_GW-BMDM_DMHCA
Rap2b	142.002101649301	-0.116789792469793	0.759182891543391	-0.153836175407436	0.877738909484657	0.999670823306777	BMDM_GW-BMDM_DMHCA
Fus	29.4908797936152	-0.243550355195556	0.80146858951613	-0.303880100083018	0.761219239143174	0.999670823306777	BMDM_GW-BMDM_DMHCA
Fam50a	19.1185426797953	-0.659758019221266	0.789299409797438	-0.835878009069566	0.403223535017797	0.999670823306777	BMDM_GW-BMDM_DMHCA
Haus4	11.6861982821204	0.108221758048482	0.707242561393768	0.153019294872764	0.878383059373084	0.999670823306777	BMDM_GW-BMDM_DMHCA
Pitrm1	18.8578958503099	-0.28094877553008	0.739747074001055	-0.379790316723414	0.704101070874831	0.999670823306777	BMDM_GW-BMDM_DMHCA
Bri3bp	37.2141214610859	-0.270049564790347	0.819433497024689	-0.329556413999281	0.741735160823204	0.999670823306777	BMDM_GW-BMDM_DMHCA
Bap1	53.4960073811413	0.0333985938575042	0.852063215793559	0.039197319211109	0.968733070955301	0.999670823306777	BMDM_GW-BMDM_DMHCA
Deaf1	21.1318296346633	-0.416901552606986	0.691705202542195	-0.602715652672216	NA	NA	BMDM_GW-BMDM_DMHCA
Rell2	41.5312862923254	0.670839523807714	0.740235410696333	0.906251597956738	0.364802698078671	0.999670823306777	BMDM_GW-BMDM_DMHCA
Qrsl1	20.9188632043432	-0.901848604327612	0.758265952640459	-1.18935658549242	0.234299377147115	0.999670823306777	BMDM_GW-BMDM_DMHCA
Med12	43.1240418514531	-0.0966557972713317	0.828239651382918	-0.116700277643004	0.907097570252863	0.999670823306777	BMDM_GW-BMDM_DMHCA
Derl1	45.6147712461584	0.312586326812713	0.817263356700976	0.38247931251258	0.702105870811428	0.999670823306777	BMDM_GW-BMDM_DMHCA
Acvr2a	9.61420236995072	-0.0213936090441358	0.663135921482894	-0.0322612730679644	NA	NA	BMDM_GW-BMDM_DMHCA
Ubiad1	20.8398589105948	0.988834269846233	0.76235229384853	1.29708309114461	0.194602598759786	0.999670823306777	BMDM_GW-BMDM_DMHCA
Manea	7.98083741771388	0.0861932308027894	0.661642831938242	0.13027154023613	NA	NA	BMDM_GW-BMDM_DMHCA
Stap1	8.03690756475804	0.73219421022644	0.693544763527314	1.05572740035201	0.291092775020949	0.999670823306777	BMDM_GW-BMDM_DMHCA
Dnajc14	42.227663336891	-0.463319498962063	0.852328435878941	-0.543592680307888	0.5867217978841	0.999670823306777	BMDM_GW-BMDM_DMHCA
Mob2	42.6899582341891	-0.877319327212971	0.841673243620729	-1.042351451543	NA	NA	BMDM_GW-BMDM_DMHCA
Fbxo42	86.3927714156582	-0.48141720931708	0.85173334817347	-0.565220570909278	0.571923746514657	0.999670823306777	BMDM_GW-BMDM_DMHCA
Fance	17.6320579669447	0.450282104093295	0.736175537258327	0.611650457403463	0.540769046796746	0.999670823306777	BMDM_GW-BMDM_DMHCA
Exoc7	36.3318499706938	0.473828951539625	0.778168235690583	0.608902972143456	0.542588754086008	0.999670823306777	BMDM_GW-BMDM_DMHCA
Rpl9	18.1536642896313	0.072611387591307	0.732364257814157	0.0991465473861679	0.921021914656213	0.999670823306777	BMDM_GW-BMDM_DMHCA
Hyou1	69.6829067031892	-0.918958132367839	0.86159607246629	-1.066576510426	0.286163112236125	0.999670823306777	BMDM_GW-BMDM_DMHCA
Tmem199	13.2420700968552	-0.205260241953152	0.710022923214548	-0.289089598718672	0.772512812966148	0.999670823306777	BMDM_GW-BMDM_DMHCA
Flot2	83.1040394978606	-1.1155860858914	0.837850687107931	-1.33148555352046	0.183029295367254	0.999670823306777	BMDM_GW-BMDM_DMHCA
1810011H11Rik	40.0906628414733	-0.591937782942173	0.798213712765638	-0.741578067972845	0.458343015777208	0.999670823306777	BMDM_GW-BMDM_DMHCA
Vgll4	41.4919859035616	1.17991379769303	0.837819816476606	1.40831450210271	0.159037963307436	0.999670823306777	BMDM_GW-BMDM_DMHCA
Abl1	77.9519379239973	-0.394318170811906	0.860659317839597	-0.458158254536432	0.646838749029945	0.999670823306777	BMDM_GW-BMDM_DMHCA
Ap4e1	18.7720272453155	-0.837063440702141	0.75488215598382	-1.10886637611829	0.267487830888511	0.999670823306777	BMDM_GW-BMDM_DMHCA
Mdm4	63.5516913460174	-0.65567052497029	0.86001950203933	-0.762390298610118	0.445827094644076	0.999670823306777	BMDM_GW-BMDM_DMHCA
Jkamp	10.3708130736924	0.744677232028039	0.696939356944727	1.06849645468809	0.285296628765934	0.999670823306777	BMDM_GW-BMDM_DMHCA
Anln	16.8302733563903	-0.108953128671316	0.710607672549041	-0.153323884444544	NA	NA	BMDM_GW-BMDM_DMHCA
Brk1	99.1031533340506	0.0496318546914555	0.776026916890244	0.0639563571974335	0.949004977533957	0.999670823306777	BMDM_GW-BMDM_DMHCA
Anks1	16.8834561215071	1.08540019628258	0.7855148044405	1.38176924247237	0.167042565888576	0.999670823306777	BMDM_GW-BMDM_DMHCA
Ppp1r37	8.62728842496809	0.0994448703740791	0.700695234576123	0.141923143567884	NA	NA	BMDM_GW-BMDM_DMHCA
Vapb	168.627363539473	-0.306176053126793	0.62392772019211	-0.490723593804295	0.62362195676381	0.999670823306777	BMDM_GW-BMDM_DMHCA
Gnb2	319.530074598654	-0.525963536697583	0.415082691779488	-1.26712953132963	0.205108977717125	0.999670823306777	BMDM_GW-BMDM_DMHCA
Mfsd13a	43.176470767809	1.08387666292078	0.84032698349991	1.2898272746241	0.197110635807683	0.999670823306777	BMDM_GW-BMDM_DMHCA
Ercc2	14.2011988708459	0.3414785917858	0.717040989108776	0.476233014531332	0.633908381520017	0.999670823306777	BMDM_GW-BMDM_DMHCA
Kif3c	51.2566128820558	-0.180364051471574	0.862338953597267	-0.209156794690975	0.834325839273122	0.999670823306777	BMDM_GW-BMDM_DMHCA
